label,text
2,"Exercise increased caution in Uganda due to crime and kidnapping . Violent crime, such as armed robbery, home invasion, kidnapping, and sexual assault, is common, especially in larger cities including Kampala and Entebbe. Local police lack the resources to respond effectively to serious crime. Do not physically resist any robbery attempt. Food and drinks should never be left unattended in public especially in local clubs. Remain with a group of friends in public. Use caution when walking or driving at night. Keep a low profile. Carry a copy of your passport and visa (if applicable) and leave originals in your hotel safe. Last Update: Reissued with updates to the Risk Indicators."
2,"Exercise increased caution in the United Kingdom due to terrorism . Terrorist groups continue plotting possible attacks in the United Kingdom. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. There is also a risk of isolated violence by dissident groups in Northern Ireland, focused primarily on police and military targets. Be aware of your surroundings when traveling to tourist locations and crowded public venues. Follow the instructions of local authorities. Monitor local media for breaking events and adjust your plans based on new information. Last Update: Reissued after periodic review without changes."
2,Exercise increased caution in the Turks and Caicos Islands due to crime . The vast majority of crime occurs in Providenciales. Local medical care and criminal investigative capabilities are limited. Avoid walking alone and at night. Do not answer your door at your hotel/residence unless you know who it is. Do not physically resist any robbery attempt. Last Update: Reissued after periodic review with updates to information on crime.
3,"Reconsider travel to Nicaragua due to civil unrest, crime, limited healthcare availability, and arbitrary enforcement of laws . On September 12, 2018, the U.S. Department of State lifted the ordered departure of non-emergency U.S. government personnel and family members. The U.S. Embassy in Managua is open to the public and provides the full range of consular services. Throughout Nicaragua, armed and violent uniformed police or civilians in plain clothes acting as police (“para-police”) continue to target anyone considered to be in opposition to the rule of President Ortega. The government and its affiliated armed groups have been reported to: Arbitrarily detain pro-democracy protestors, with credible claims of torture and disappearances. Systematically target opposition figures, including clergy, human rights advocates, and members of the press. Prevent certain individuals from departing Nicaragua by air or land. Seize private property. Arbitrarily search personal phones and computers for anti-government content. Arbitrarily detain certain individuals with unfounded charges of terrorism, money laundering, and organized crime. These police and para-police groups often cover their faces, sometimes operate in groups numbering in the hundreds, and use unmarked vehicles. Rallies and demonstrations in opposition to the rule of President Ortega have been declared unlawful, but nevertheless occur. Government forces, uniformed police, and para-police have attacked peaceful demonstrators leading to significant numbers of arrests, injuries, and deaths. Looting, vandalism, and arson often occur during unrest. Road blocks, including in Managua and other major cities, may appear and limit availability of food and fuel. Government hospitals are understaffed and may deny treatment to suspected protestors. Some hospitals throughout the country may not be able to assist in emergencies. Ambulances have reportedly refused to respond or have been denied access to areas with individuals needing emergency care. Violent crime, such as sexual assault and armed robbery, is common. Civil unrest and poor infrastructure in parts of the country limit the Embassy’s ability to assist U.S. citizens in emergencies. U.S. government personnel must avoid demonstrations and require special permission to travel beyond a three-hour drive from Managua. Additional restrictions on movements by U.S. government personnel may be put in place at any time, depending on local circumstances and security conditions, which can change suddenly. Consider arrangements to depart the country quickly. Ensure your U.S. passport is valid and available for a quick departure from the country, if needed. Avoid demonstrations and restrict unnecessary travel. Do not attempt to drive through crowds, barricades, or road blocks. Maintain adequate supplies of food, cash, potable water, and fuel in case you need to shelter in place. Use caution when walking or driving at night. Keep a low profile. Do not display signs of wealth such as expensive watches or jewelry. Be aware of your surroundings. Visit our website for Travel to High-Risk Areas . Last Update: Reissued after periodic review without substantive changes."
2,"Exercise increased caution in Bosnia-Herzegovina due to terrorism and land mines . Terrorist groups continue plotting possible attacks in Bosnia-Herzegovina. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. Minefields and land mines are present throughout Bosnia-Herzegovina. While suspected hazardous areas are normally clearly marked, several people are killed or injured each year. Be aware of your surroundings when traveling to tourist locations and crowded public venues. Monitor local media for breaking events and adjust your plans based on new information. Remain on hard-surfaced roads and stay out of abandoned buildings due to risks from land mines. Review the Traveler’s Checklist ."
2,"Exercise increased caution in the Dominican Republic due to crime . Violent crime, including armed robbery, homicide and sexual assault is a concern throughout the Dominican Republic. The development of a professional tourist police corps, institution of a 911 system in many parts of the country, and a concentration of resources in resort areas means these tend to be better policed than urban areas like Santo Domingo. The wide availability of weapons, the use and trade of illicit drugs, and a weak criminal justice system contribute to the high level of criminality on the broader scale. Be aware of your surroundings. Do not physically resist any robbery attempt. Do not display signs of wealth, such as wearing expensive watches or jewelry. Follow the advice of resort and tour operators regarding local safety and security concerns Last Update: Reissued after periodic review with updates to information on crime."
2,"Exercise increased caution in Spain due to terrorism . Terrorist groups continue plotting possible attacks in Spain. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. Be aware of your surroundings when traveling to tourist locations and crowded public venues. Follow the instructions of local authorities. Monitor local media for breaking events and adjust your plans based on new information. Last Update: Reissued after periodic review without changes."
2,"Exercise increased caution in Kenya due to crime, terrorism and kidnapping . Some areas have increased risk. Read the entire Travel Advisory. Do Not Travel to: Kenya-Somalia border and some coastal areas due to terrorism . Areas of Turkana County due to crime . Reconsider Travel to: Nairobi neighborhoods of Eastleigh and Kibera at all times due to crime and kidnapping . Be especially careful when traveling after dark anywhere in Kenya due to crime. Violent crime, such as armed carjacking, mugging, home invasion, and kidnapping, can occur at any time. Local police are willing but often lack the capability to respond effectively to serious criminal incidents and terrorist attacks. Emergency medical and fire service is also limited. Terrorist attacks have occurred with little or no warning, targeting Kenyan and foreign government facilities, tourist locations, transportation hubs, hotels, resorts, markets/shopping malls, and places of worship. Terrorist acts have included armed assaults, suicide operations, bomb/grenade attacks, and kidnappings. Due to risks to civil aviation operating in the vicinity of the Kenyan-Somali border, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM). For more information, U.S. citizens should consult Federal Aviation Administration’s Prohibitions, Restrictions and Notices . Some schools and other facilities acting as cultural rehabilitation centers are operating in Kenya with inadequate or nonexistent licensing and oversight. Reports of minors and young adults being held in these facilities against their wills and physically abused are common. Stay alert in locations frequented by Westerners. Do not physically resist any robbery attempt. Monitor local media for breaking events and be prepared to adjust your plans. Make contingency plans to leave the country in the event of an emergency. Always carry a copy of your U.S. passport and visa (if applicable). Keep original documents in a secure location. Kenya-Somalia Border Counties and Coastal Areas – Level 4: Do Not Travel Due to terrorism concerns, U.S. government personnel are prohibited from traveling to the Kenya-Somalia border counties and some coastal areas. Kenya-Somalia Border Counties – Level 4: Do Not Travel Mandera Wajir Garissa. Coastal Areas – Level 4: Do Not Travel Tana River county Lamu county Areas of Kilifi County north of Malindi. Turkana County – Level 4: Do Not Travel Road from Kainuk to Lodwar due to banditry. Visit our website for Travel to High-Risk Areas . Nairobi neighborhoods of Eastleigh and Kibera – Level 3: Reconsider Travel Violent crime, such as armed carjacking, mugging, home invasion, and kidnapping, can occur at any time. Street crime can involve multiple armed assailants. Local police often lack the resources and training to respond effectively to serious criminal incidents. Consider carefully whether to use the Likoni ferry in Mombasa due to safety concerns. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with updates to the Risk Indicators."
2,"Exercise increased caution in Papua New Guinea due to crime, civil unrest, a polio outbreak, the aftermath of an earthquake, and kidnapping . Some areas have increased risk. Read the entire Travel Advisory. Reconsider Travel to: Areas near the Panguna mine in Bougainville due to civil unrest. The Highlands region due to the long-term effects of an earthquake in February 2018, and civil unrest . Violent crime, such as gang-rape, carjacking, home invasions, kidnappings, and armed robberies, is common. Tensions between communal or clan groups may result in violence at any time without warning. Police presence is limited outside of the capital Port Moresby, and police may be unable to assist due to limited resources. The Centers for Disease Control and Prevention (CDC) released a Level 2 Travel Notice for Papua New Guinea regarding the recent outbreak of vaccine derived poliovirus in the Morobe Province. The CDC has additional information and advice on the outbreak. Travelers who have received all the routine childhood polio vaccinations as well as a single booster dose of polio vaccine as an adult have essentially no risk of infection with this vaccine derived polio that is circulating in Papua New Guinea. Malaria, tuberculosis, zika, HIV and other infectious diseases are also present. The U.S. government has limited ability to provide emergency services to U.S. citizens outside of Port Moresby due to limited transportation infrastructure, and U.S. government employees must obtain special authorization before traveling to areas of concern, including Bougainville. Visit the CDC Travelers Health Page . Avoid using local taxis or buses, known as public motor vehicles or PMVs. Travel with guides from a reputable tour company, particularly if you plan to hike. Avoid walking or driving at night. Do not physically resist any robbery attempt. Areas Near the Panguna Mine - Level 3: Reconsider Travel The Autonomous Government of Bougainville has designated areas near the mine as “no go zones"" due to the risk of violence and civil unrest. Bougainville police lack the resources to respond effectively to serious criminal incidents. The U.S. government has limited ability to provide emergency services to U.S. citizens outside of Port Moresby due to limited transportation infrastructure, and U.S. government employees must obtain special authorization before traveling to areas of concern, including Bougainville. Visit our website for Travel to High-Risk Areas . The Highlands Region - Level 3: Reconsider Travel An earthquake has damaged infrastructure and disrupted local services. There is a risk of tribal violence in the region. The U.S. government has limited ability to provide emergency services to U.S. citizens outside of Port Moresby due to limited transportation infrastructure, and U.S. government employees must obtain special authorization before traveling to areas of concern, including Bougainville. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with updates to the Risk Indicators."
2,"Exercise increased caution in Sri Lanka due to terrorism . On June 24, 2019, the Department lifted the ordered departure status of all school-age children (kindergarten through 12 th grade) of U.S. government employees under the age of 18 as well as the authorized departure status of non-emergency U.S. government employees and family members. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets, shopping malls, government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, hospitals, and other public areas. The U.S. government has limited ability to provide emergency services to U.S. citizens in remote areas. Be aware of your surroundings when traveling to tourist locations and crowded public venues. Follow the instructions of local authorities. Monitor local media for breaking events and adjust your plans based on new information. Last Update: Reissued to revise travel advisory level and to inform that the ordered and authorized departure status of U.S. government employees and their family members has been lifted."
3,"Reconsider travel to Burkina Faso due to terrorism, crime, and kidnapping . Some areas have increased risk. Read the entire Travel Advisory. Do Not Travel to the following regions due to crime, terrorism , and kidnapping : The Boucle du Mouhoun Region The Cascades Region The Centre-Est Region The Centre-Nord Region The Centre-Ouest Region except Boulkiemde Province The Centre-Sud Region The Est Region The Hauts-Bassins Region The Nord Region The Sahel Region The Sud-Ouest Region To see a map of these regions, click HERE . The U.S. government is unable to provide emergency services to U.S. citizens in the listed regions because U.S. government personnel travel to these areas is restricted. Do Not Travel to the following parts of the city of Ouagadougou due to terrorism and crime : Arrondissement 11: Karpala, Balkiui, and Rayongo (also known as Dayongo) neighborhoods . Terrorist groups continue plotting attacks in Burkina Faso. Terrorists may conduct attacks anywhere with little or no warning. Targets could include hotels, restaurants, police stations, customs offices, areas at or near mining sites, places of worship, military posts, and schools. Burkina Faso experiences attacks throughout the country. On March 7, 2019 the Burkinabe army launched a military operation to combat terrorism in the east of the country that led to the arrest of approximately 100 terrorists. On May 10, Burkinabe security forces launched a counterterrorism operation in Burkina Faso’s northern regions. The Government of Burkina Faso has declared a state of emergency in the entire East and Sahel regions, the provinces of Kossi and Sourou in the Boucle de Mouhoun region, the province of Kenedougou in the Hauts Bassins region, the province of Loroum in the North region, and the province of Koulpelogo in the Center-East region. Visit our website for Travel to High-Risk Areas . Have evacuation plans that do not rely on U.S. government assistance. Take steps to mitigate the risk of becoming a victim of violence, including limiting trips to locations frequented by Westerners. Do not physically resist any robbery attempt. Review your personal security plans. Remain aware of your surroundings and local events. Certain neighborhoods of Ouagadougou The U.S. Embassy prohibits U.S. government personnel from personal travel to the Karpala, Balkiui and Rayongo (also known as Dayongo) neighborhoods of Ouagadougou’s Arrondissement 11 Due to the potential for security operations. Visit our website for more information on travel to high-risk areas . Last Update: Reissued with updates to ‘Do Not Travel’ areas, U.S. government restrictions on personnel, and additional security information."
2,"Exercise increased caution in Israel due to terrorism. Some areas have increased risk. Read the entire Travel Advisory. Do not travel to: Gaza due to terrorism, civil unrest, and armed conflict . Reconsider travel to: The West Bank due to terrorism, potentially violent civil unrest, and the potential for armed conflict. Terrorist groups and lone-wolf terrorists continue plotting possible attacks in Israel, the West Bank, and Gaza. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, and local government facilities. Violence can occur in Jerusalem and the West Bank without warning. U.S. government personnel can travel freely in Israel, except to areas in close proximity to Gaza, Syria, Lebanon, and Egypt. Travel of U.S. government personnel is extremely limited throughout the West Bank, and occasionally portions of Jerusalem are off limits to personnel. The U.S. government prohibits its employees from traveling Gaza. Check the most recent Alerts at the Embassy and Consulate General websites for the latest information on travel in all of these areas. Maintain a high degree of situational awareness and exercise caution at all times, especially at checkpoints and other areas with a significant presence of security forces. Avoid demonstrations and crowds. Follow the instructions of security and emergency response officials. Beware of and report suspicious activities, including unattended items, to local police. Learn the location of the nearest bomb or other hardened shelter. Obtain comprehensive travel medical insurance that includes medical evacuation prior to travel. Most travel insurance packages do not cover mental health related illnesses/care. Acts of terrorism have resulted in death and injury to bystanders, including U.S. citizens. During periods of unrest, the Government of Israel may restrict access to and within portions of Jerusalem. West Bank: U.S. government travel throughout the West Bank is extremely limited. Terror attacks and violent clashes in the West Bank have resulted in the deaths and injury of U.S. citizens and others. During periods of unrest, the Government of Israel may restrict access to and within the West Bank, and some areas may be placed under curfew. Visit our website for Travel to High Risk Areas . Gaza: The U.S. government is unable to provide emergency services to U.S. citizens in Gaza as U.S. government employees are prohibited from traveling there. Hamas, a U.S. government-designated foreign terrorist organization, controls security in Gaza. The security environment within Gaza and on its borders is dangerous and volatile. Demonstrations occur on a frequent basis and may turn violent without warning. Sporadic mortar or rocket fire and corresponding Israeli military responses may occur at any time. U.S. government employees are not allowed to travel to Gaza and are restricted from traveling close to the Gaza demarcation line. Visit our website for Travel to High Risk Areas . Restrictions on U.S. Government Employee Travel U.S. government personnel are prohibited from travel to Gaza and areas in close proximity to Gaza. U.S. government official travel into the West Bank is conducted only with enhanced security measures. U.S. government employees are largely restricted from most personal travel in the West Bank, though portions of the West Bank are occasionally authorized for personal travel, depending on the security environment. U.S. government personnel take additional security precautions when visiting refugee camps and “seam areas” where Israelis and Palestinians are in proximity to each other, and which have historically been flashpoints for violence. For example, sites with significant religious meaning to multiple faiths can be subject to violent protests or security incidents with little or no warning, especially during or around significant religious holidays. The U.S. government occasionally restricts travel for its employees to Jerusalem’s Old City based on the security environment. U.S. government employees are prohibited from personal travel into Jerusalem’s Old City on Fridays during the Muslim month of Ramadan. U.S. government employees are prohibited from using public buses and public bus terminals throughout all of Israel, the West Bank, and Gaza. U.S. government employees must observe additional security requirements if traveling for any reason to the following locations: Within 7 miles of the Gaza demarcation line; Within 1.5 miles of the Lebanon border; East of Route 98 in the Golan; and Within 1.5 miles of the Egypt border along the Sinai (including all portions of Route 10 and portions of Route 12)."
4,"Do not travel to Iraq due to terrorism , kidnapping , and armed conflict . U.S. citizens in Iraq are at high risk for violence and kidnapping. Numerous terrorist and insurgent groups are active in Iraq and regularly attack both Iraqi security forces and civilians. Anti-U.S. sectarian militias may also threaten U.S. citizens and Western companies throughout Iraq. Attacks by improvised explosive devices (IEDs) occur in many areas of the country, including Baghdad. The U.S. government’s ability to provide routine and emergency services to U.S. citizens in Iraq is extremely limited. On May 15, 2019, the Department of State ordered the departure of non-emergency U.S. government employees from the U.S. Embassy in Baghdad and the U.S. Consulate in Erbil; normal visa services will be temporarily suspended at both posts. On October 18, 2018, the Department of State ordered the temporary suspension of operations at the U.S. Consulate General in Basrah. The American Citizens Services (ACS) Section at the U.S. Embassy Baghdad will continue to provide consular services to U.S. citizens in Basrah. U.S. citizens should not travel through Iraq to Syria to engage in armed conflict, where they would face extreme personal risks (kidnapping, injury, or death) and legal risks (arrest, fines, and expulsion). The Kurdistan Regional Government stated that it will impose prison sentences of up to ten years on individuals who illegally cross the border. Additionally, fighting on behalf of, or supporting designated terrorist organizations, is a crime that can result in penalties, including prison time and large fines in the United States. Due to risks to civil aviation operating within or in the vicinity of Iraq, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information, U.S. citizens should consult the Federal Aviation Administration’s Prohibitions, Restrictions and Notices . Visit our website for Travel to High-Risk Areas . Draft a will and designate appropriate insurance beneficiaries and/or power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, etc. Share important documents, login information, and points of contact with loved ones so that they can manage your affairs if you are unable to return as planned to the United States. Find a suggested list of such documents here . Establish your own personal security plan in coordination with your employer or host organization, or consider consulting with a professional security organization. Last Update: Reissued with updates reflecting the ordered departure of U.S. government personnel from U.S. Embassy Baghdad and Consulate Erbil."
2,"Exercise increased caution in the Netherlands due to terrorism . Terrorists continue plotting possible attacks in the Netherlands. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. Be aware of your surroundings when traveling to tourist locations and large crowded public venues. Follow the instructions of local authorities including movement restrictions related to any ongoing police action. Monitor local media for breaking events and adjust your plans based on new information. Last Update: Reissued after periodic review without changes."
4,"Do not travel to Yemen due to terrorism, civil unrest, health risks, kidnapping, and armed conflict . Terrorist groups continue to plot and conduct attacks in Yemen. Terrorists may attack with little or no warning, targeting public sites, transportation hubs, markets/shopping malls, and local government facilities. Additionally, there is a continuing threat of kidnapping/detention by terrorists, criminal elements, and/or non-government actors. Employees of western organizations may be targeted for attack or kidnapping. Military conflict has caused significant destruction of infrastructure, housing, medical facilities, schools, and power and water utilities. This limits the availability of electricity, clean water, and medical care. This instability often hampers the ability of humanitarian organizations to deliver critically needed food, medicine, and water. Yemen is home to the world's largest cholera outbreak, and the disease is present throughout the entire country. Due to the ongoing security situation, there is limited availability of food, electricity, water, medicine and medical supplies; adequate medical treatment is unavailable. No part of Yemen is immune to violence. Critical levels of violence, to include armed conflict, artillery shelling, and air strikes, persist throughout the country. There are also reports of landmines throughout Yemen. The U.S. Embassy in Sana’a suspended its operations in February 2015. The U.S. government is unable to provide emergency services to U.S. citizens in Yemen. Due to risks to civil aviation operating within or in the vicinity of Yemen, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information U.S. citizens should consult the Federal Aviation Administration’s Prohibitions, Restrictions and Notices . Visit our website for Travel to High-Risk Areas . Consult the Centers for Disease Control’s webpage on Health Information for Travelers to Yemen. Draft a will and designate appropriate insurance beneficiaries and/or power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, etc. Share important documents, login information, and points of contact with loved ones so that they can manage your affairs, if you are unable to return as planned to the United States. Establish your own personal security plan in coordination with your employer or host organization, or consider consulting with a professional security organization. Develop a communication plan with family and/or your employer or host organization so that they can monitor your safety and location as you travel through high-risk areas. This plan should specify who you would contact first, and how they should share the information. Follow us on Twitter , Facebook , and Instagram Last Update: Reissued with updates to the Risk Indicators ."
2,"Exercise increased caution in Trinidad and Tobago due to crime, terrorism, and kidnapping . Some areas have increased risk. Read the entire Travel Advisory. Do not travel to: Laventille, Beetham, Sea Lots, Cocorite, and the interior of Queen's Park Savannah in Port of Spain due to crime . Violent crime, such as murder, robbery, assault, sexual assault, home invasion, and kidnapping, is common. Gang activity, such as narcotics trafficking, is common. A significant portion of violent crime is gang-related. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. Use caution when walking or driving at night. Be aware of your surroundings. Do not display overt signs of wealth, such as expensive watches or jewelry. Be extra vigilant when visiting ATMs. Do not physically resist any robbery attempt. Follow the instructions of local authorities. Monitor local media for breaking events and adjust your plans based on new information. Port of Spain Violence and shootings occur regularly in some areas of Port of Spain. U.S. government personnel are prohibited from travelling to the following areas: Laventille, Beetham, Sea Lots, Cocorite, and the interior of Queens’ Park Savannah. After dark, U.S. government personnel are prohibited from travelling to downtown Port of Spain, Fort George overlook, and all beaches. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with updates to the Risk Indicators"
2,"Exercise increased caution in Denmark due to terrorism . Terrorist groups continue plotting possible attacks in Denmark. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. Be aware of your surroundings when traveling to tourist locations and crowded public venues. Follow the instructions of local authorities. Monitor local media for breaking events and adjust your plans based on new information. Review the Traveler’s Checklist ."
2,"Exercise increased caution in Nepal due to the potential for isolated political violence. Political demonstrations intended to be peaceful can sometimes escalate into violence, and may be met with force by Nepali authorities. Avoid demonstrations and crowds. Do not trek alone. Be aware that infrastructure, government services, and medical assistance may not be up to U.S. standards. Review the Traveler’s Checklist ."
3,"Reconsider travel to Honduras due to crime . Some areas have increased risk. Read the entire Travel Advisory. Do not travel to: Gracias a Dios Department due to crime . Violent crime, such as homicide and armed robbery, is common. Violent gang activity, such as extortion, violent street crime, rape, and narcotics and human trafficking, is widespread. Local police and emergency services lack sufficient resources to respond effectively to serious crime. Avoid demonstrations Be aware of your surroundings. Avoid walking or driving at night. Do not physically resist any robbery attempt. Be extra vigilant when visiting banks or ATMs. Do not display signs of wealth, such as wearing expensive watches or jewelry. Exercise caution using cell phones in public, including inside of cars while stopped in traffic. Visit our website for Travel to High-Risk Areas . Gracias a Dios Department Gracias a Dios is an isolated area with high levels of criminal activity and drug trafficking. Infrastructure is weak, government services are limited, and police and military presence is scarce. The U.S. government has limited ability to provide emergency services to U.S. citizens in Gracias a Dios as U.S. government employees are restricted from traveling to the area. Visit our website for Travel to High-Risk Areas . Last Update: Reissued after periodic review with minor edits."
4,"Do not travel to Mali due to crime, terrorism, and kidnapping Violent crime, such as kidnapping and armed robbery, is common in the regions of northern and central Mali. Violent crime is a particular concern during local holidays and seasonal events in Bamako, its suburbs, and Mali’s southern regions. Roadblocks and random police checkpoints are commonplace throughout the country, especially at night. Terrorist and armed groups continue plotting kidnappings and attacks in Mali. They may attack with little or no warning, targeting night clubs, hotels, restaurants, places of worship, Western diplomatic missions, and other locations frequented by foreigners. The U.S. government is unable to provide emergency services to U.S. citizens in the northern and central regions of Mali as U.S. government employees travel to these regions is restricted due to security concerns. Due to risks to civil aviation operating within or in the vicinity of Mali, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information U.S. citizens should consult the Federal Aviation Administration’s Prohibitions, Restrictions and Notices . Visit our website for Travel to High-Risk Areas . Draft a will, and designate appropriate insurance beneficiaries and/or power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, etc. Share important documents, login information, and points of contact with loved ones so that they can manage your affairs if you are unable to return as planned to the United States. Find a suggested list of such documents here . Establish your own personal security plan in coordination with your employer or host organization, or consider consulting with a professional security organization. Develop a communication plan with family and/or your employer or host organization so that they can monitor your safety and location as you travel through high-risk areas. This plan should specify whom you would contact first and how they should share the information. Identify key sources of possible assistance for you and your family in case of emergency, such as the local U.S. embassy or consulate, FBI, the State Department, your employer (if traveling on business), and local friends/family in the high-risk area. Be sure to appoint one family member to serve as the point of contact with hostage-takers, media, U.S. and host country government agencies, and Members of Congress if you are taken hostage or detained. Establish a proof of life protocol with your loved ones so that, if you are taken hostage, your loved ones will know specific questions and answers to ask the hostage-takers to be sure you are alive and to rule out a hoax. Leave DNA samples with your medical provider in case it is necessary for your family to access them. Guard your passport and wallet when in crowded outdoor areas and open-air markets. Be vigilant for pickpockets, especially at night. Use all available safety measures in your home or hotel, including locking doors and windows at all times, and setting the alarm. If asked to stop by police, stop only in well-lit areas or places where several officers are posted. Erase any sensitive photos, comments, or other materials from your social media pages, cameras, laptops, and other electronic devices that could be considered controversial or provocative by local groups. Leave your expensive/sentimental belongings behind. Last Update: Reissued with updates to the Risk Indicators."
2,"Exercise increased caution in Sierra Leone due to crime . Violent crime, such as armed robbery, and assault, is common. Local police lack the resources, capacity, and training to respond effectively to serious criminal incidents. The U.S. government is unable to provide emergency services to U.S. citizens outside Freetown at night as U.S. government employees are prohibited from traveling outside the capital after dark. Do not physically resist any robbery attempt. Do not display signs of wealth, such as expensive watches or jewelry. Use caution when walking or driving at night. Always carry a copy of your U.S. passport and visa (if applicable). Keep original documents in a secure location. Review the Traveler’s Checklist ."
2,"Exercise increased caution in India due to crime and terrorism. Some areas have increased risk. Read the entire Travel Advisory. Do not travel to: The state of Jammu and Kashmir (except the eastern Ladakh region and its capital, Leh) due to terrorism and civil unrest . Within 10 km of the India-Pakistan border due to the potential for armed conflict. Indian authorities report rape is one of the fastest growing crimes in India. Violent crime, such as sexual assault, has occurred at tourist sites and in other locations. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, and government facilities. The U.S. government has limited ability to provide emergency services to U.S. citizens in rural areas from eastern Maharashtra and northern Telangana through western West Bengal as U.S. government employees must obtain special authorization to travel to these areas. Do not travel alone, particularly if you are a woman. Visit our website for Women Travelers . Review your personal security plans, and remain alert to your surroundings. State of Jammu and Kashmir Terrorist attacks and violent civil unrest are possible in the state of Jammu and Kashmir. Avoid all travel to this state (with the exception of visits to the eastern Ladakh region and its capital, Leh). Sporadic violence occurs particularly along the Line of Control (LOC) separating India and Pakistan, and in tourist destinations in the Kashmir Valley: Srinagar, Gulmarg, and Pahalgam. The Indian government prohibits foreign tourists from visiting certain areas along the LOC. Visit our website for Travel to High-Risk Areas . India-Pakistan Border India and Pakistan maintain a strong military presence on both sides of the border. The only official India-Pakistan border crossing point for persons who are not citizens of India or Pakistan is in the state of Punjab between Atari, India, and Wagah, Pakistan. The border crossing is usually open, but confirm the current status of the border crossing prior to commencing travel. A Pakistani visa is required to enter Pakistan. Only U.S. citizens residing in India may apply for a Pakistani visa in India. Otherwise apply for a Pakistani visa in your country of residence before traveling to India. Visit our website for Travel to High-Risk Areas . Northeastern States Incidents of violence by ethnic insurgent groups, including bombings of buses, trains, rail lines, and markets, occur occasionally in the northeast. U.S. government employees are prohibited from traveling to the states of Assam, Arunachal Pradesh, Mizoram, Nagaland, Meghalaya, Tripura, and Manipur without special authorization from the U.S. Consulate General in Kolkata. Visit our website for Travel to High-Risk Areas . Central and East India Maoist extremist groups, or “Naxalites,” are active in a large swath of India from eastern Maharashtra and northern Telangana through western West Bengal, particularly in rural parts of Chhattisgarh and Jharkhand and on the borders of Telangana, Andhra Pradesh, Maharashtra, Madhya Pradesh, Uttar Pradesh, Bihar, West Bengal, and Odisha. The Naxalites have conducted frequent terrorist attacks on local police, paramilitary forces, and government officials. Due to the fluid nature of the threat, all U.S. government travelers to states with Naxalite activity must receive special authorization from the U.S. consulate responsible for the area to be visited. U.S. officials traveling only to the capital cities in these states do not need prior authorization. Visit our website for Travel to High-Risk Areas . Last Update: Reissued after periodic review with no edits."
