label,text_advisory
4,"Do not travel to Armenia due to COVID-19 . Some areas have increased risk. Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for Armenia due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy’s COVID-19 page for more information on COVID-19 and related restrictions and conditions in Armenia. Do not travel to: The Nagorno-Karabakh region and surrounding territories due to recent hostilities . Casualties continue to occur following intensive fighting in the Nagorno-Karabakh conflict that occurred in the fall 2020. The U.S. government is unable to provide emergency services to U.S. citizens in and around Nagorno-Karabakh as access is restricted. Visit our website for Travel to High-Risk Areas . Exercise caution on roads near Armenia’s border with Azerbaijan. Be aware that some portions of the road may cross international boundaries without notice. Roads may be controlled by checkpoints or closed to travelers without notice. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19. Prepare a contingency plan for emergency situations. Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Syria due to COVID-19, terrorism, civil unrest, kidnapping, armed conflict, and risk of unjust detention . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has not issued a Travel Health Notice for Syria due to COVID-19, indicating an unknown level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine. Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. The U.S. Embassy in Damascus suspended its operations in February 2012. The Czech Republic serves as the protecting power for the United States in Syria. The U.S. government is unable to provide any emergency services to U.S. citizens in Syria. Syria has experienced active armed conflict since 2011. No part of Syria is safe from violence. Kidnappings by armed groups, unjust arrests and/or detentions, the use of chemical warfare, shelling, and aerial bombardment of civilian centers pose significant risk of death or serious injury. The destruction of infrastructure, housing, medical facilities, schools, and power and water utilities has also increased hardships inside the country. The U.S. government particularly warns private U.S. citizens against traveling to Syria to engage in armed conflict. U.S. citizens who undertake such activity face extreme personal risks, including kidnapping by armed groups, unjust arrests, injury, or death. The U.S. government does not support this activity. Our ability to provide consular assistance to individuals who are injured or kidnapped, or to the families of individuals who die in the conflict, is extremely limited. Protests and demonstrations are quelled by government forces through aggressive tactics and protestors, activists, and political dissenters are routinely detained without access to legal representation or communications with friends and family. Terrorist groups are active in Syria. Parts of Syria have experienced recent increases in incidents of bombings, IEDs, and assassinations. Fighting on behalf of or providing other forms of support to designated terrorist organizations, including ISIS and al-Qaeda affiliates, can constitute the provision of material support for terrorism, which is a crime under U.S. law that can result in penalties including prison time and large fines. There is an ongoing risk of kidnapping and detentions of U.S. citizens and Westerners throughout the country. U.S. citizens remain a target. U.S. citizens are also targets of abduction and/or unjust detention by the Syrian government and while in detention do not have access to due process or medical attention. Government detention centers are known to be unsanitary facilities where widespread cruel, inhumane, or degrading treatment of detainees has been documented, as well as torture and extrajudicial killings. Minors, persons with physical, sensory, or mental disabilities, and elderly have frequently been victims of unjust detention. The Syrian government has also been implicated in the enforced or involuntary disappearance of more than 100,000 citizens, including medical and humanitarian workers, journalists, human rights activists, political opposition, and additionally those suspected of affiliation with these groups and their family members. Note: Only the Syrian government can issue a valid entry visa to Syria. Failure to obtain a legitimate entry visa directly from the Syrian government could result in detention. Due to risks to civil aviation operating within or in the vicinity of Syria, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR) , which says that heightened military activity associated with the Syrian conflict may result in the risk of GPS interference, communications jamming, and errant long-range surface to air missiles straying into adjacent airspace within 200 nautical miles of the Damascus Flight Information Region. These activities may inadvertently pose hazards to civil aviation transiting the region. It also has the potential to spill over into the adjacent airspace managed by neighboring states and eastern portions of the Mediterranean Sea. Read the country information page . Visit the CDC’s webpage on Travel and COVID-19 . Visit our website on Travel to High Risk Areas . Draft a will and designate appropriate insurance beneficiaries and/or power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, etc. Share important documents, login information, and points of contact with loved ones so that they can manage your affairs, if you are unable to return as planned to the United States. Leave DNA samples with your medical provider in case it is necessary for your family to access them. Establish your own personal security plan in coordination with your employer or host organization, or consider consulting with a professional security organization. Develop a communication plan with family and/or your employer or host organization so that they can monitor your safety and location as you travel through high-risk areas. This plan should specify who you would contact first, and how they should share the information. Enroll your trip in the State Department's Smart Traveler Enrollment Program (STEP) to receive Alerts and make it easier to locate you in an emergency. Last Update: Reissued with updates to COVID-19 information."
2,"Exercise increased caution in Bolivia due to COVID-19. Exercise increased caution in Bolivia due to civil unrest. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 2 Travel Health Notice for Bolivia due to COVID-19, indicating a moderate level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 in Bolivia. Country Summary: Demonstrations, strikes, and roadblocks can occur at any time in Bolivia. Demonstrations can result in violence. Roadblocks and strikes may cut off traffic and restrict the flow of goods and services around the country. Domestic and international flights may be delayed or unexpectedly cancelled. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19. Monitor local media for breaking events and be prepared to adjust your plans. Contact your airline or travel agency prior to travel Avoid demonstration and crowds. Follow the Department of State on Facebook , Twitter , and Instagram . Prepare a contingency plan for emergency situations. Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Taiwan due to COVID-19-related travel restrictions . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 1 Travel Health Notice for Taiwan for COVID-19, indicating a low level of COVID-19 in Taiwan. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. There are restrictions in place affecting U.S. citizen entry into Taiwan. Visit the American Institute's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Taiwan. Read the country information page . See the American Institute in Taiwan's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Prepare a contingency plan for emergency situations. Last Update: Reissued with updates to COVID-19 information."
2,"Exercise increased caution to Rwanda due to COVID-19 . Some areas have increased risk. Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 2 Travel Health Notice for Rwanda due to COVID-19, indicating a moderate level of COVID-19. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 related restrictions and conditions in Rwanda. Exercise Increased Caution in: The Rwanda-Burundi border due to armed conflict . The Rwanda-Democratic Republic of the Congo (DRC) border due to armed conflict . Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Prepare a contingency plan for emergency situations. Rwanda- Burundi Border—Exercise Increased Caution The Nyungwe Forest National Park abuts the border with Burundi. Borders may not be clearly marked. It is required to obtain permits from the Rwanda Development Board prior to entry. Relations between Burundi and Rwanda are tense and there have been cross-border incursions and armed clashes. Rwanda- Democratic Republic of the Congo (DRC) Border—Exercise Increased Caution Armed rebel and militia groups operate in DRC’s North and South Kivu provinces and Virunga Park. Borders may not be clearly marked and there have been cross-border incursions and armed clashes. It is required to obtain permits from the Rwanda Development Board prior to entry to Volcanoes National Park in Rwanda, which is adjacent to Virunga Park. Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Uruguay due to COVID-19 . Exercise increased caution due to crime . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Uruguay, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 in Uruguay. Violent crimes, such as homicides, armed robberies, car jackings, and thefts occur throughout the country and in urban areas frequented by U.S. government personnel, day and night. Criminals commonly travel in pairs on motorcycles to approach unsuspecting victims with a weapon and demand personal belongings. Armed criminals also target grocery stores, restaurants, financial centers, and small businesses, in which innocent bystanders are often victimized. Please read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Be aware of your surroundings especially when traveling to tourist locations or poorly lit areas. Call 911 if you encounter a crime in progress. Do not physically resist any robbery attempt or try to stop a robbery in progress. Be vigilant when visiting banks or using ATMs during non-daylight hours or in remote locations; criminals often target ATMs and businesses in the early morning hours. Do not leave valuable objects in parked vehicles or in plain sight when driving. Do not display signs of wealth, such as wearing expensive jewelry or watches. Review your personal and residential security plans. Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Barbados due to COVID-19. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for Barbados due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 in Barbados. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to North Korea due to COVID-19 and the serious risk of arrest and long-term detention of U.S. nationals. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has not issued a Travel Health Notice level for North Korea due to COVID-19, indicating an unknown level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Individuals cannot use a U.S. passport to travel to, in, or through North Korea without a special validation from the Department of State. Special validations are granted only in very limited circumstances. More information on how to apply for the special validation is available here . The U.S. government is unable to provide emergency services to U.S. citizens in North Korea as it does not have diplomatic or consular relations with North Korea. Sweden serves as the protecting power for the United States in North Korea, providing limited emergency services. The North Korean government routinely delays or denies Swedish officials access to detained U.S. citizens. Due to risks to civil aviation operating within or in the vicinity of North Korea, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information U.S. citizens should consult the Federal Aviation Administration’s Prohibitions, Restrictions and Notices . Read the country information page . If you receive a special validation to travel to North Korea: Draft a will and designate appropriate insurance beneficiaries and/or power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, etc. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel due to crime, terrorism, civil unrest, and kidnapping . Some areas have increased risk. Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 1 Travel Health Notice for Chad due to COVID-19, indicating a low level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Chad. Do Not Travel to: Lake Chad region due to terrorism . Borders with Libya and Sudan due to armed conflict and minefields . Country Summary: Violent crimes, such as armed robbery, carjacking, kidnapping, and muggings, have occurred in Chad. Demonstrations continue, particularly in N'Djamena, in the wake of recent armed insurrection and have the potential to turn violent. Terrorists may attack with little or no warning, targeting foreigners, local security forces, and civilians. The U.S. Government has extremely limited ability to provide emergency services to U.S. citizens in Chad as U.S. Government employees must obtain special authorization to travel outside of the capital. Read the country information page. See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Visit our website for Travel to High-Risk Areas . Monitor local media for breaking events and be prepared to adjust your plans. Be aware of your surroundings. Stay alert in locations frequented by Westerners. Have contingency plans to leave the country. Have evacuation plans that do not rely on U.S. government assistance. Lake Chad Region – Do Not Travel Terrorists may attack with little or no warning, targeting foreigners, local security forces, and civilians. Terrorists can easily cross borders. Government security forces may restrict civilian movement and engage in military operations with limited warning. The U.S. Government has extremely limited ability to provide emergency services to U.S. citizens in Chad, particularly in the Lake Chad Basin. Visit our website for Travel to High-Risk Areas . Libya and Sudan Borders – Do Not Travel Armed non-governmental groups operate in Libya and northern Chad. There are unmapped and undocumented minefields along the borders with both Libya and Sudan. The U.S. Government has extremely limited ability to provide emergency services to U.S. citizens in Chad, particularly in border areas with Libya and Sudan. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with changes to COVID-19 information."
3,"Reconsider travel to Hungary due to COVID-19. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Hungary due to COVID-19, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Hungary. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Malta due to COVID-19. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Malta due to COVID-19, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Malta. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information ."
4,"Do not travel to Burma due to COVID-19 as well as areas of civil unrest and armed conflict . On February 14, the Department authorized the voluntary departure of non-emergency U.S. government employees and their family members. On March 30, the Department updated that status to ordered departure. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for Burma due to COVID-19, indicating a very high level of COVID-19. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy’s COVID-19 page for more information on COVID-19 and related restrictions and conditions in Burma. The Burmese military has detained and deposed elected government officials. Protests and demonstrations against military rule have occurred and are expected to continue. In addition to nation-wide protests and demonstrations, the following areas of Burma are subject to heightened civil unrest or armed conflict: Matupi township in Chin State Bhamo and Mogaung townships in Kachin State Hopang, Hseni, Hsipaw, Mongkaung, Namhsan, Namtu, and Nanhkan townships in Shan State Shadaw township in Kayah State Paletwa township in Chin State Hpakan, Mansi, Momauk, Sumprabum, Tanai, and Waingmaw townships in Kachin State Hpapun township in Kayin State Konkyan, Kutkai, Kyaukme, Laukkaing, Matman, Mongmao, Muse, Namphan, Pangsang, and Pangwaun townships in Shan State The following areas of Burma are especially subject to civil unrest and armed violence due to fighting between the Burmese military and various ethnic armed groups and militia forces. Northern Shan State Parts of Kachin, Rakhine, and Chin States The Naga Self-Administered Zone in northern Sagaing Region Conflict-affected areas, particularly Northern Shan State and parts of Kachin, Rakhine, and Chin States are subject to land mines and unexploded ordnance. Land mines and unexploded ordnance have injured foreign tourists in conflict-affected areas, and their locations are often not marked or otherwise identifiable. Read the Burma (Myanmar) country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Parts of Rakhine, Chin, Kachin, Kayah, Kayin, Sagaing, and Shan States Some townships in the states listed above are subject to fighting between the Burmese military and armed insurgent groups. The level of risk varies significantly between townships and may change at any time. The U.S. government has limited ability to provide emergency services to U.S. citizens in these townships as U.S. government employees must obtain special authorization to travel to these locations. Review information on Travel to High-Risk Areas . Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Qatar due to COVID-19 . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Qatar due to COVID-19, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine. Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Qatar. Read the country information page . Due to risks to civil aviation operating within the Persian Gulf and the Gulf of Oman region, including Qatar, the Federal Aviation Administration (FAA) has issued an advisory Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information U.S. citizens should consult the Federal Aviation Administration’s Prohibitions, Restrictions and Notices . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Saudi Arabia due to COVID-19. Reconsider travel to Saudi Arabia due to the threat of missile and drone attacks on civilian facilities. Exercise increased caution in Saudi Arabia due to terrorism. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for Saudi Arabia due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine. Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. There are restrictions in place affecting U.S. citizen entry into Saudi Arabia. Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Saudi Arabia. Do not travel to the following locations due to missile and drone attacks and terrorism: Within 50 miles of the Saudi-Yemen border, as well as the cities of Abha, Jizan, Najran, and Khamis Mushayt; Abha airport; Qatif in the Eastern Province and its suburbs, including Awamiyah. U.S. government personnel must adhere to the above travel restrictions. As such, the U.S. government has limited ability to provide emergency services to U.S. citizens in these locations. Missile and drone attacks perpetrated by Iran and Iran-supported militant groups represent a significant threat. The Islamic Republic of Iran has supplied Yemen-based Houthis and other regional proxy groups with weapons to conduct destructive and sometimes lethal attacks using drones, missiles, and rockets against a variety of Saudi sites, including critical infrastructure, civilian airports, military bases, and energy facilities throughout the country, as well as vessels in Red Sea shipping lanes. Recent attacks were aimed at targets throughout Saudi Arabia including Riyadh, Jeddah, Dhahran, Jizan, Khamis Mushayt, the civilian airport in Abha, Al Kharj, military installations in the south, as well as oil and gas facilities. Debris from intercepted drones and missiles represents a significant risk to civilian areas and populations. Militant groups continue to plan and conduct attacks against locations in Saudi Arabia. U.S. citizens living and working near military bases and critical civilian infrastructure, particularly near the border with Yemen, are at heightened risk of missile, drone, and rocket attacks. Terrorist groups continue plotting possible attacks in Saudi Arabia. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, and local government facilities. Terrorists have targeted both Saudi and Western government interests, mosques and other religious sites (both Sunni and Shia), and places frequented by U.S. citizens and other Westerners. Due to risks to civil aviation operating within the Persian Gulf and the Gulf of Oman region, including Saudi Arabia, the Federal Aviation Administration (FAA) has issued an advisory Notice to Airmen (NOTAM). For more information U.S. citizens should consult the Federal Aviation Administration’s Prohibitions, Restrictions and Notices . Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Visit our website for information on travel to high-risk areas. Stay alert in locations frequented by Westerners. Obtain comprehensive medical insurance that includes medical evacuation. Prepare a contingency plan for emergency situations. Yemen Border, Abha airport, and Qatif in the Eastern Province and its suburbs, including Awamiyah: Militant groups in Yemen have attacked Saudi border towns and other sites in Saudi Arabia with armed drones, missiles, and rockets. Civilians that are near the border with Yemen are especially at risk. Terrorist groups continue plotting possible attacks in Saudi Arabia, including in Qatif. The U.S. government has limited ability to provide emergency services to U.S. citizens within 50 miles of the Saudi-Yemen border as U.S. government personnel and their families are restricted from travel to this area. Visit our website for information on travel to high-risk areas . Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Estonia due to COVID-19 . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for Estonia due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Estonia Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19. Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to the British Virgin Islands due to health and safety measures and COVID-related conditions. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for the British Virgin Islands due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 in the British Virgin Islands. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information. Do not travel to the British Virgin Islands due to health and safety measures and COVID-related conditions. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for the British Virgin Islands due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy's COVID-19 page for more information on COVID-19 in the British Virgin Islands. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to The Bahamas due to COVID-19 . Exercise caution in some areas of The Bahamas due to crime . Read the entire Travel Advisory. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for the Bahamas due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. Visit the Embassy’s COVID-19 page for more information on COVID-19 in The Bahamas. Country Summary: The vast majority of crime occurs on New Providence (Nassau) and Grand Bahama (Freeport) islands. In Nassau, exercise caution in the “Over the Hill” area (south of Shirley Street). Violent crime, such as burglaries, armed robberies, and sexual assault occur, but generally not in tourist areas. Activities involving commercial recreational watercraft, including water tours, are not consistently regulated. Watercraft are often not maintained, and many companies do not have safety certifications to operate in The Bahamas. Jet-ski operators have been known to commit sexual assaults against tourists. As a result, U.S. government personnel are not permitted to use independently operated jet-ski rentals on New Providence and Paradise Islands. Read the country information page. See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Do not answer your door at your hotel/residence unless you know who it is. Do not physically resist any robbery attempt. Follow the Department of State on Facebook, Twitter, and Instagram. Last Update: Reissued with updates to COVID-19 information."
4,"Do not travel to Montenegro due to COVID-19. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 4 Travel Health Notice for Montenegro due to COVID-19, indicating a very high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Montenegro Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Prepare a contingency plan for emergency situations. Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Argentina due to COVID-19 . Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Argentina due to COVID-19, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC's specific recommendations for vaccinated and unvaccinated travelers. There are restrictions in place affecting U.S. citizen entry into Argentina. Visit the Embassy’s COVID-19 page for more information on COVID-19 in Argentina. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Last Update: Reissued with updates to COVID-19 information."
3,"Reconsider travel to Belgium due to COVID-19 . Exercise increased caution in Belgium due to terrorism. Read the Department of State’s COVID-19 page before you plan any international travel. The Centers for Disease Control and Prevention (CDC) has issued a Level 3 Travel Health Notice for Belgium due to COVID-19, indicating a high level of COVID-19 in the country. Your risk of contracting COVID-19 and developing severe symptoms may be lower if you are fully vaccinated with an FDA authorized vaccine . Before planning any international travel, please review the CDC’s specific recommendations for fully vaccinated and unvaccinated travelers . Visit the Embassy's COVID-19 page for more information on COVID-19 and related restrictions and conditions in Belgium. Terrorist groups continue plotting possible attacks in Belgium. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting, music, and cultural events, educational institutions, airports, and other public areas. Read the country information page . See the U.S. Embassy's web page regarding COVID-19. Visit the CDC’s webpage on Travel and COVID-19 . Be aware of your surroundings when traveling to tourist locations and crowded public venues. Monitor local media for breaking events and be prepared to adjust your plans. Prepare a contingency plan for emergency situations. Last Update: Reissued with updates to COVID-19 information."
