Advisory_Level,Advisory_Text
1,"reissued after periodic review with minor edits. exercise normal precautions in montserrat. read the country information page for additional information on travel to montserrat. if you decide to travel to montserrat: enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for the eastern caribbean, which includes montserrat. prepare a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel."
1,"reissued after periodic review with minor edits. exercise normal precautions in malta. read the country information page for additional information on travel to malta. if you decide to travel to malta: enroll in the smart traveler enrollment program step to receive messages and alerts from the u.s. embassy and make it easier to locate you in an emergency. review the country security report for malta. prepare a plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel and return to the united states. we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage."
1,reissued after periodic review without changes. exercise normal precautions in mauritius. read the country information page for additional information on travel to mauritius. if you decide to travel to mauritius: enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for mauritius. prepare a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel.
2,"reissued language: there were no changes to the advisory level or risk indicators. advisory summary was updated. exercise increased caution in maldives due to terrorism . advisory summary terrorist groups may attack with little or no warning. they may target: tourist locations transportation hubs markets and shopping malls local government facilities attacks may occur on remote islands. this can lengthen the response time of authorities. if you decide to travel to maldives: there is risk of terrorist violence, including terrorist attacks and other activity in the maldives. visit the u.s. department of state's country reports on terrorism to learn more. monitor local media for breaking news. be prepared to adjust your plans. stay aware of your surroundings. avoid demonstrations and crowds. enroll in the smart traveler enrollment program step to get important updates and alerts from the u.s. embassy or consulate. enrolling helps the u.s. embassy or consulate contact you or your emergency contact in an emergency. review the country security report for maldives. visit the centers for disease control and prevention cdc website for the latest travel health information for the maldives. whether youre a first time or frequent traveler, use the international travel checklist . we highly recommend that you buy travel insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancelation coverage."
2,"reissued after periodic review without changes. exercise increased caution in malawi due to crime and civil unrest. country summary: violent crime such as theft, burglary, armed robbery, and assault is common. the capabilities of the malawi police service are growing but its resources and abilities to deter and investigate crimes, assist victims, and apprehend criminals are limited. demonstrations may occur and increase in frequency due to political issues and events such as elections. tear gas is frequently deployed at demonstrations and roads may be blocked. read the country information page for additional information on travel to malawi. if you decide to travel to malawi: avoid demonstrations and crowds. monitor local media for breaking events and be prepared to adjust your plans. keep travel documents up to date and easily accessible. enroll in the smart traveler enrollment program step to receive security messages and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for malawi. u.s. citizens who travel abroad should always have a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel. u.s. citizens are reminded to avoid all gatherings, even peaceful ones, that could turn violent with little or no warning."
2,"exercise increased caution in mexico due to terrorism, crime, and kidnapping. many violent crimes take place in mexico. they include homicide, kidnapping, carjacking, and robbery. there is a risk of terrorist violence, including terrorist attacks and other activity in mexico. visit the u.s. department of states country reports on terrorism to learn more. the u.s. government has limited ability to help in many parts of mexico. u.s. government employees are not allowed to travel to certain high-risk areas. due to security risks, u.s. citizens should follow the same restrictions as u.s. government employees while traveling. emergency services are limited or unavailable in remote or rural areas. if you encounter a road checkpoint, you should comply. fleeing or ignoring instructions can lead to you being hurt or killed. check the map of restricted areas. u.s. government employee travel restrictions u.s. citizens are advised to follow: may not travel between cities after dark. must rely on dispatched vehicles from regulated taxi stands or app-based services like uber or cabify and may not wave down taxis on the street. should avoid traveling alone, especially in remote areas. may not drive between mexican border cities, the u.s.-mexico border and the interior of mexico. there are some limited exceptions."
1,"reissued after periodic review with minor edits. exercise normal precautions in malaysia. some areas have increased risk. exercise increased caution in: the eastern area of sabah state due to kidnapping . read the country information page for additional information on travel to malaysia. if you decide to travel to malaysia: enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and twitter . review the country security report for malaysia. visit the cdc page for the latest travel health information related to your travel. prepare a contingency plan for emergency situations. review the travelers checklist . eastern area of sabah state level : exercise increased caution there is a threat of kidnappings-for-ransom from both terrorist and criminal groups. these groups may attack with little to no warning, targeting coastal resorts, island resorts, and boats ferrying tourists to resort islands. the u.s. government has limited ability to provide emergency services to u.s. citizens in eastern sabah as u.s. government employees must obtain special authorization to travel to parts of eastern sabah."
2,"updated to include a risk indicator for health and updates to crime. exercise increased caution in namibia due to crime and health risks. country summary: potentially violent crimes, such as home invasions, break-ins, muggings, and smash and grabs from vehicles stopped at intersections, parked near common tourist areas, or located in shopping mall parking lots are increasingly common. crimes of opportunity, primarily the theft of money, cell phones, and personal property, are common. namibia is sparsely-populated and many visitors travel to remote areas far from emergency services and medical facilities. health facilities are limited and may not have adequate supplies of basic medications, especially outside of large cities. read the country information page for additional information on travel to namibia. if you decide to travel to namibia: avoid walking alone, especially after dark. do not display large amounts of cash or other valuables. keep car doors locked and windows shut at all times. be cautious of people appearing to request assistance by the side of the road. use atms located in well-lit public places or inside a bank or other business and be cautious of anyone offering assistance in using the atm. always carry a copy of your u.s. passport and namibian visa or entry stamp if applicable. keep original documents in a secure location. while travel medical insurance is recommended for all travelers, local medical facilities are likely to require full payment in cash at the time of service and may otherwise deny care. travelers to namibia should have medical evacuation insurance. enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for namibia. prepare a contingency plan for emergency situations. review the travelers checklist visit the cdc page for the latest travel health information related to your travel."
3,"updated to reflect change to travel advisory level . reconsider travel to new caledonia due to civil unrest and crime . u.s. citizens should reconsider travel to new caledonia or consider departing by commercial or other privately available transportation options, in light of the current security situation and infrastructure challenges following riots related to electoral reform in may . the french government has taken andor could take additional measures, including declaring a state of emergency, curfews, restrictions on freedom of movement, id verification, and increased security inspections. follow any state of emergency measures imposed in your province. protests, demonstrations, tire burning, and roadblocks are frequent, unpredictable, and have turned violent. during civil unrest, commercial transportation may become unavailable without warning for u.s. citizens wishing to depart new caledonia. the u.s. government is extremely limited in its ability to provide emergency services to u.s. citizens in new caledonia assistance on site is available only from local authorities. read the country information page for additional information on travel to new caledonia. if you decide to travel to new caledonia: avoid demonstrations and crowds. do not attempt to drive through roadblocks. monitor local media for breaking events and be prepared to adjust your plans. be aware of your surroundings. formulate departure plans that do not rely on u.s. government assistance. enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and twitterx. review the country security report for new caledonia. visit the cdc page for the latest travel health information related to your travel. prepare a contingency plan for emergency situations. review the travelers checklist ."
3,"updated to reflect the addition of a risk indicator for health and additional information about travel to border areas. reconsider travel to niger due to risk of crime, civil unrest, terrorism, kidnapping, and health. some areas have increased risk. read the entire travel advisory. do not travel to the malian border area, diffa region, northern agadez, and the lake chad region due to terrorism . country summary: violent crimes, such as armed robbery, are common. demonstrations, while generally peaceful, may become violent at any time. they can lead to civil unrest. terrorist groups continue planning kidnappings and possible attacks in niger. terrorists may attack with little or no warning. they target: tourist destinations visited by foreigners foreign and local government facilities areas bordering mali, libya, burkina faso, and throughout northern niger access to medical care in niger is limited. facilities may not have adequate supplies of basic medications, especially outside of larger cities. it is highly recommended to have medical evacuation insurance for travel to niger. visit our website for travel to high-risk areas . read the country information page for additional information on travel to niger. if you decide to travel to niger: we recommend you stay in hotels with armed nigerien security presence. do not physically resist any robbery attempt. use caution when walking or driving at night. keep a low profile. stay aware of your surroundings. check local media for breaking events and be prepared to adjust your plans. stay alert in locations visited by foreigners. make backup plans to leave the country. there are limited means to leave the country. have evacuation plans that do not rely on u.s. government assistance. keep travel documents up-to-date and easily accessible. bring enough supplies of over the counter and prescription medicines to last your entire stay in niger. update vaccinations to include all up-to-date standard vaccinations, plus yellow fever, meningitis, typhoid, hepatitis a, hepatitis b, and a polio booster. all visitors should take malaria prophylaxis. niger is high risk for malaria. we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage. enroll in the smart traveler enrollment program step to receive security messages and make it easier to locate you in an emergency. review the country security report for niger. prepare a backup plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel. border regions level : do not travel do not travel to the malian border area, diffa region, northern agadez, and the lake chad region. do not travel to these areas for any reason. the u.s. embassy requires u.s. government personnel working in niger to use armed escorts and armored vehicles when traveling to these areas, for both official and personal travel. terrorist groups have crossed the border and launched multiple deadly attacks on nigerien security forces. visit our website for travel to high-risk areas ."
3,"updated to reflect inconsistent availability of health care services. reconsider travel to nigeria due to crime , terrorism , civil unrest , kidnapping , armed gangs, and inconsistent availability of health care services . some places in nigeria have an increased risk. overall, all locations carry significant security risks. read the entire travel advisory. do not travel to : borno, yobe, kogi, and northern adamawa states due to terrorism and kidnapping bauchi, gombe, kaduna, kano, katsina, sokoto, and zamfara states due to kidnapping abia, anambra, bayelsa, delta, enugu, imo, and rivers states with the exception of port harcourt due to crime , kidnapping , and armed gangs. country summary : violent crime is common in the country. this includes armed robbery, assault, carjacking, kidnapping, hostage-taking, roadside banditry, and rape. kidnappings for ransom happen often. they primarily target dual national citizens visiting nigeria and u.s. citizens perceived as wealthy. kidnapping gangs have also stopped victims on interstate roads. terrorism there is risk of terrorist violence in nigeria. this includes terrorist attacks and other activities. terrorists continue plotting and carrying out attacks in nigeria. terrorists collaborate with local gangs to expand their reach. they may attack with little or no warning, including: shopping centers and malls markets hotels places of worship restaurants and bars schools government buildings transportation hubs public places where crowds gather visit the u.s. department of state's country reports on terrorism to learn more. gangs and crime civil unrest and armed gangs are active in parts of southern nigeria. this is especially true in the niger delta and southeast regions. armed crime and gangs are common in the area. crimes include kidnapping and assaults on nigerian security services. violence can flare up between communities of farmers and herders in rural areas. unreliable health care u.s. citizens should not expect the same level of health care to be available in nigeria as they do in the united states: nigerian medical facilities are generally not equipped to u.s. or european standards. many medicines are not available. this includes common medications for diabetes or asthma. bring enough over-the-counter and prescription medicines to last your entire stay in nigeria. update vaccinations to include all standard vaccinations, plus yellow fever, meningitis, typhoid, cholera, hepatitis a, hepatitis b, and a polio booster. all visitors should take malaria prophylaxis. nigeria is high risk for malaria. counterfeit pharmaceuticals are a common problem. hospitals often expect immediate cash payment for health services. most hospitals and doctors do not accept u.s. health insurance. emergency services like those in the united states or europe do not exist. blood supply is often unreliable. ambulance services are unreliable, have poor equipment, and often do not have trained paramedics. we strongly recommend getting travelers insurance, including medical evacuation insurance, before traveling. the department of state does not pay medical bills for u.s. citizens overseas. u.s. medicaremedicaid do not work overseas. due to security risks, u.s. government employees cannot provide emergency services to u.s. citizens in many areas of nigeria. read the country information page for additional information on travel to nigeria. if you decide to travel to nigeria: carry proper identification, including a u.s. passport with a current nigerian visa, if needed. use caution when walking or driving. keep a low profile. review travel routes and times. vary your predictability. do not physically resist any robbery attempt. be extra vigilant when visiting banks or atms. check local media for breaking events and be prepared to adjust your plans. be aware of your surroundings. stay alert in locations frequented by foreign tourists. avoid demonstrations and large political gatherings. review your personal security plans. have evacuation plans that do not depend on u.s. government help. establish a proof of life protocol with your loved ones, so that if you are taken hostage, your loved ones know specific questions and answers to ask the hostage-takers to be sure that you are alive. this helps to rule out scams. enroll in the smart traveler enrollment program step to receive alerts. it makes it easier to locate you in an emergency. get comprehensive medical insurance that includes medical evacuation. review the country security report for nigeria. prepare a backup plan for emergency situations. review the travelers checklist. visit the cdc page for the latest travel health information related to your travel. borno, yobe, kogi, and northern adamawa states level : do not travel do not travel to these areas for any reason. the security situation in these states is unstable and uncertain . this is because of widespread terrorist activity, violence between communities, and kidnapping. security operations to counter these threats may occur without warning. terrorist groups in the northeast often target: humanitarian camps security forces churches and mosques schools government buildings entertainment venues road travelers violence in northeast nigeria has forced about two million nigerians to leave their homes. visit our website for travel to high-risk areas . bauchi, gombe, kaduna, kano, katsina, sokoto and zamfara states level : do not travel do not travel to these areas for any reason. the security situation in these states is unstable and uncertain due to civil unrest . widespread violence between communities and armed crime, including kidnapping and roadside banditry. security operations to counter these threats may occur without warning. visit our website for travel to high-risk areas . abia, anambra, bayelsa, delta, enugu, imo, and rivers states with the exception of port harcourt level : do not travel do not travel to these areas for any reason. crime is widespread in southern nigeria. there is a high risk of kidnapping , violent protests , and armed gangs . visit our website for travel to high-risk areas ."
3,"reissued with updates to information on arbitrary enforcement of laws. reconsider travel to nicaragua due to arbitrary enforcement of laws , the risk of wrongful detention , and limited healthcare availability . exercise increased caution in nicaragua due to crime . country summary: the government of nicaragua targets individuals and organizations for political purposes. these include: ngo workers, academics and students, business representatives, civil society leaders, religious and charity workers including foreign missionaries, journalists, and many others. in the past year, the government of nicaragua has subjected u.s. citizens to arbitrary entry and exit bans, expulsions, arrests, revocations of nicaraguan citizenship, and other actions. the government of nicaragua may: arbitrarily deny entry or re-entry to nicaragua or departure from nicaragua to u.s. citizens and nicaraguan citizens. this includes entry by air or land. travel refunds are not provided in these cases. denials and exit bans can occur for political reasons. this includes perceived support for or association with those the government disfavors. the government is not required to provide a basis for its denial . search personal phones, computers, social media accounts, and documents for anti-government content. limit photography. seize personal devices. target individuals for political reasons, regardless of nationality. these can include former allies, political activists, business representatives, religious and charity groups, clergy, missionaries, human rights advocates, civil society leaders, academics, and journalists. target pro-democracy advocates and their family members. confiscate privately-owned land, residences, financial assets, or personal property. they may do this without warning or due process. arbitrarily detain, accuse, and charge individuals with terrorism, money laundering, or organized crime offenses. they may do this without fair or transparent processes. the department has determined there is a risk of wrongful detention of u.s. nationals by the government of nicaragua . u.s. citizens should reconsider travel to nicaragua, including to work for or volunteer with non-profits or religious organizations. since , the government of nicaragua has closed more than , civil society organizations, including religious organizations. nicaraguan security services have arrested u.s. citizens on false charges. this includes dual u.s.-nicaraguan citizens. those arrested can be denied fair and transparent treatment. convictions routinely occur in non-public trials without adequate defense or credible evidence. nicaraguan authorities also arbitrarily enforce laws against u.s. citizen religious workers. nicaraguan authorities have conducted questionable criminal investigations against u.s. citizens engaged in religious activity. u.s. citizens arrested in nicaragua may be detained for long periods without charges. judicial processes often lack transparency. this is especially true in politically motivated arrests and property disputes. political objectives and pressure may affect the willingness of a local attorney to assist and impact the outcomes of legal processes. prison conditions can be harsh and life-threatening. managua has a sole private hospital that is jcaho joint commission on accreditation of healthcare organizations accredited and certified, with labs and radiology services available, though it has a very limited number of specialists for acute emergencies. medical services outside managua are limited, including for victims of crime. government hospitals are understaffed and some hospitals throughout the country may not be able to assist in emergencies. tap water is not reliably potable. drink only purified bottled water. travelers should exercise increased caution and remain alert to the risks of crime. these include violent crimes such as sexual assault and armed robbery. poor infrastructure can limit the embassys emergency assistance to u.s. citizens. travel by u.s. government personnel may be restricted at any time. read the country information page for additional information on travel to nicaragua. if you decide to travel to nicaragua: consider arrangements to depart the country quickly. ensure your u.s. passport is valid for your entire stay. avoid demonstrations and restrict unnecessary travel. do not attempt to drive through crowds, barricades, or roadblocks. maintain adequate supplies of food, cash, potable water, and fuel in case you need to shelter in place. use caution when walking or driving at night. keep a low profile. do not display signs of wealth such as expensive watches or jewelry. remain aware of your surroundings. develop a communication plan with family andor your employer or host organization. be prepared for the high risk of indefinite arbitrary detention on false charges without consular access. visit our website for travel to high-risk areas . enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and x formerly known as twitter. review the country security report for nicaragua. prepare a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel."
1,reissued after periodic review with minor edits exercise normal precautions in norway. read the country information page for additional information on travel to norway. if you decide to travel to norway: enroll in the smart traveler enrollment program step to receive travel alerts and make it easier to locate you in an emergency. follow the department of state on facebook and x formerly twitter review the country security report for norway. prepare a backup plan for emergency situations. review the travelers checklist .
3,"reconsider travel to nepal due to civil unrest. advisory summary large protests and significant demonstrations in nepal on september -, , turned violent. these events caused deaths and injuries. local authorities have declared curfews in major cities like kathmandu and pokhara. additional protests and curfews could happen with little warning. follow local authorities instructions. stay away from areas with protests, unrest, or large gatherings. emergency services emergency services in nepal have limited ability to respond to personal emergencies. their response may be delayed. some hotels in kathmandu and pokhara were set on fire during the unrest. check with your hotel, airline, or tour operator for the latest updates before traveling. make sure to confirm your travel plans with your airline before departing for the airport. u.s. citizens with emergencies: dial -- from the united states. dial -- from nepal or abroad. email: kathmanduacsstate.gov the u.s. government has limited ability to provide emergency services to u.s. citizens in nepal. if you decide to travel to nepal: have a plan to leave in an emergency that does not depend on u.s. government help. review our information on crisis and evacuations . check local media for breaking news. be prepared to adjust your plans. prepare to evacuate hotels at a moments notice. follow the instructions of local authorities. avoid demonstrations and crowds. enroll in the smart traveler enrollment program step to get important updates and alerts from the u.s. embassy or consulate. enrolling helps the u.s. embassy or consulate contact you or your emergency contact in an emergency. review the country security report for nepal. whether youre a first time or frequent traveler, use the international travel checklist . we highly recommend that you buy travel insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancelation coverage. review our information on travel to high-risk areas ."
1,reissued after periodic review without changes. exercise normal precautions in nauru. read the country information page for additional information on travel to nauru if you decide to travel to nauru: enroll in the smart traveler enrollment program step to receive security messages and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for nauru. visit the cdc page for the latest travel health information related to your travel. prepare a contingency plan for emergency situations. review the travelers checklist .
1,reissued after periodic review with minor edits. exercise normal precautions in new zealand. read the country information page for additional information on travel to new zealand. if you decide to travel to new zealand: enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for new zealand. visit the cdc page for the latest travel health information related to your travel. prepare a contingency plan for emergency situations. review the travelers checklist .
2,"updated to include additional information in country summary and other minor edits. exercise increased caution due to terrorism . some areas have increased risk. read the entire travel advisory. do not travel to: the yemen border area due to terrorism and armed conflict . country summary: due to risks to civil aviation operating within the persian gulf and the gulf of oman region, including oman, the federal aviation administration faa has issued an advisory notice to air missions notam andor a special federal aviation regulation sfar. for more information u.s. citizens should consult the federal aviation administrations prohibitions, restrictions and notices . terrorism summary: residents and visitors generally find oman to be safe, and protests have been rare, peaceful, and closely monitored by the government. however, threats including terrorism remain possible. terrorists may attack with little or no warning, and targets may include tourist locations, transportation hubs, places of worship, markets, shopping malls, or any place where large crowds gather. the embassy advises u.s. citizens to avoid protests and to always remain vigilant. read the country information page for additional information on travel to oman. if you decide to travel to oman: enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. keep travel documents up to date and easily accessible. follow the department of state on facebook and xtwitter . review the country security report for oman. visit the cdc page for the latest travel health information related to your travel. u.s. citizens who travel abroad should always have a contingency plan for emergency situations. review the travelers checklist . yemen border area terrorist attacks and armed conflict continue in yemen. crossing the oman-yemen border can be dangerous. u.s. citizens who attempt to cross the border, from either oman or yemen, may be detained by omani authorities. visit our website for high-risk travelers ."
2,"updated to reflect information on areas of civil unrest. exercise increased caution in panama due to crime and potential for civil unrest. some areas have increased risk. read the entire travel advisory. do not travel to: parts of the mosquito gulf due to crime . parts of the darin region due to crime . read the country information page for additional information on travel to panama. country summary: crime occurs in panama, including theft and residential break-ins. crimes of opportunity such as pickpocketing and purse snatching can happen in tourist areas. the embassy receives occasional reports of residential break-ins, especially during the holiday season. demonstrations periodically occur due to local issues and have disrupted some normal travel patterns in the past, including the flow of goods and services to some parts of the country. if you decide to travel to panama: avoid demonstrations and large crowds. monitor local media for breaking events and be prepared to adjust your plans be aware of your surroundings especially when traveling to remote areas. enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for panama. prepare a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel. the u.s. government has limited ability to provide emergency services to u.s. citizens in the below regions as u.s. government personnel must obtain approval before traveling there and face additional restrictions before such travel is approved. parts of the mosquito gulf level : do not travel the mosquito gulf is an extremely remote and inaccessible area along part of the north caribbean coast. do not travel within miles of the coastline, from boca de rio, chiriqui to cocle del norte. drug trafficking and other illicit activities occur in this area. parts of the darin region level : do not travel do not travel to the following areas of the darien: all areas south of jaque to manene to yaviza to lajas blancas cities to the colombian border the city of lajas blancas the city of el salto criminal activity and human trafficking networks operate in these areas. police presence and emergency response are extremely limited. visit our website for travel to high-risk areas ."
1,reissued after periodic review without changes exercise normal precautions in french polynesia. read the country information page for additional information on travel to french polynesia. if you decide to travel to french polynesia: enroll in the smart traveler enrollment program step to receive security messages and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for french polynesia. visit the cdc page for the latest travel health information related to your travel. prepare a contingency plan for emergency situations. review the travelers checklist .
3,"reissued after periodic review with minor edits. reconsider travel to papua new guinea due to crime, civil unrest, and piracy . exercise increased caution due to kidnapping, unexploded ordnance, inconsistent availability of healthcare services, and potential for natural disasters. some areas have increased risk. read the entire travel advisory. do not travel to: central bougainville, particularly areas near the panguna mine, due to civil unrest . the highlands region, other than the towns of mt. hagen and goroka, due to civil unrest . country summary: violent crime , including sexual assault, carjackings, home invasions, and armed robberies, is common. there have been reports of criminals attacking resorts popular with foreign tourists to steal goods and money. tensions between communal or tribal groups may lead to civil unrest involving violence and can occur without warning. police presence is limited outside of the capital, port moresby, and police may be unable to assist due to limited resources. the u.s. government has limited ability to provide emergency services to u.s. citizens outside of port moresby due to limited transportation infrastructure. u.s. government employees must obtain authorization before traveling to certain areas, including the central part of bougainville and the provinces of southern highlands, western highlands excluding mt. hagen, eastern highlands excluding goroka, hela, enga, jiwaka, and other areas of papua new guinea where one is unable to fly directly. piracy is active in the waters surrounding papua new guinea. travelers by boat should reconsider travel to the bismarck and solomon seas along papua new guinea's north and eastern coasts. in and , the embassy was aware of at least three occasions in which sailboats operated by or carrying u.s. citizens were boarded by criminals. the criminals, who have been known to use physical violence, robbed the boats, and in one incident, severely injured the captain when he attempted to fight back. visit our website on international maritime piracy and armed robbery at sea . kidnapping for ransom or political influence occurs in papua new guinea, though foreign nationals are not frequently targeted. in february , a foreign national was kidnapped. in late , foreign nationals employed by an international company were kidnapped and held for several days. travelers should exercise increased caution when traveling in remote areas of papua new guinea due to the presence of unexploded ordnance uxo remaining from the second world war. uxo is discovered infrequently throughout the country, often on smaller islands. papua new guinea has inconsistent availability of healthcare services. healthcare may be difficult to obtain outside of port moresby. pharmaceuticals may be scarce or unavailable. papua new guinea is subject to periodic seismic activity and is home to several active volcanoes. the country does experience regular volcanic eruptions, earthquakes, and tsunamis. u.s. citizens are advised to familiarize themselves with volcano updates , earthquake tracking , and tsunami warnings in papua new guinea. u.s. citizens should develop contingency plans in the event of an eruption or major earthquake. read the country information page for additional information on travel to papua new guinea. if you decide to travel to papua new guinea: do not use local taxis or buses, known as public motor vehicles or pmvs. travel with guides from a reputable tour company, particularly if you plan to hike. avoid walking or driving at night. avoid areas in the vicinity of active volcanoes. do not physically resist any robbery attempt. avoid demonstrations and crowds. do not touch unknown metal objects and avoid traveling off well-used roads, tracks, and paths due to risk of unexploded ordnance. bring a sufficient supply of over-the-counter and prescription medicines. avoid sailing around the waters of papua new guinea and review the live piracy report published by the international maritime bureau. if sailing, have functioning communication and emergency equipment, such as a satellite phone, vhf radio, and emergency position indicating radio beacons epirb. review our crisis and disaster abroad webpage . review the cdcs suggestions on preparing for natural disasters . enroll in the smart traveler enrollment program step to receive messages and alerts from the u.s. embassy and make it easier to locate you in an emergency. review the country security report for papua new guinea. visit the cdc page for the latest travel health information related to your travel. prepare a plan for emergency situations. review the travelers checklist . we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage. areas near the panguna mine on the island of bougainville level : do not travel the autonomous bougainville government has designated areas near the panguna mine as a no go zones due to the risk of violence from civil unrest. bougainville police lack the resources to respond to emergency calls. visit our website for travel to high-risk areas . do not travel to this area for any reason. the highlands region excluding mt. hagen and goroka level : do not travel there is a heightened risk of civil unrest from tribal violence throughout the region, including the provinces of southern highlands, western highlands, eastern highlands, hela, enga, and jiwaka. the towns of mt. hagen western highlands and goroka eastern highlands generally have a more stable police presence than other towns and villages across the highlands provinces. do not travel to this area for any reason. visit our website for travel to high-risk areas ."
